   T(MeV)       phi_e      thetah        txh        nbh           N           P          H2          H3         He3         He4         Li6         Li7         Be7
 .18177E-01  0.2352E+01  0.4850E-24  0.7150E+00  0.6680E-14  0.1798E-07  0.7533E+00  0.2038E-04  0.7460E-07  0.7459E-05  0.6167E-01  0.8440E-14  0.1865E-10  0.3216E-09
 .18170E-01  0.2363E+01  0.4846E-24  0.7150E+00  0.6671E-14  0.1795E-07  0.7533E+00  0.2038E-04  0.7458E-07  0.7460E-05  0.6167E-01  0.8440E-14  0.1865E-10  0.3216E-09
 .18162E-01  0.2375E+01  0.4842E-24  0.7150E+00  0.6662E-14  0.1793E-07  0.7533E+00  0.2038E-04  0.7456E-07  0.7460E-05  0.6167E-01  0.8439E-14  0.1865E-10  0.3216E-09
 .18154E-01  0.2386E+01  0.4837E-24  0.7150E+00  0.6654E-14  0.1791E-07  0.7533E+00  0.2038E-04  0.7455E-07  0.7460E-05  0.6167E-01  0.8438E-14  0.1866E-10  0.3216E-09
 .18146E-01  0.2397E+01  0.4833E-24  0.7150E+00  0.6645E-14  0.1789E-07  0.7533E+00  0.2038E-04  0.7453E-07  0.7460E-05  0.6167E-01  0.8438E-14  0.1866E-10  0.3216E-09
 .18138E-01  0.2409E+01  0.4829E-24  0.7150E+00  0.6637E-14  0.1787E-07  0.7533E+00  0.2038E-04  0.7451E-07  0.7461E-05  0.6167E-01  0.8437E-14  0.1866E-10  0.3216E-09
 .18130E-01  0.2420E+01  0.4825E-24  0.7150E+00  0.6628E-14  0.1785E-07  0.7533E+00  0.2038E-04  0.7449E-07  0.7461E-05  0.6167E-01  0.8437E-14  0.1866E-10  0.3215E-09
 .18122E-01  0.2432E+01  0.4821E-24  0.7150E+00  0.6619E-14  0.1783E-07  0.7533E+00  0.2037E-04  0.7448E-07  0.7461E-05  0.6167E-01  0.8436E-14  0.1866E-10  0.3215E-09
 .18114E-01  0.2444E+01  0.4816E-24  0.7150E+00  0.6610E-14  0.1780E-07  0.7533E+00  0.2037E-04  0.7446E-07  0.7461E-05  0.6167E-01  0.8435E-14  0.1867E-10  0.3215E-09
 .18106E-01  0.2456E+01  0.4812E-24  0.7150E+00  0.6601E-14  0.1778E-07  0.7533E+00  0.2037E-04  0.7444E-07  0.7462E-05  0.6167E-01  0.8435E-14  0.1867E-10  0.3215E-09
 .18098E-01  0.2468E+01  0.4808E-24  0.7150E+00  0.6592E-14  0.1776E-07  0.7533E+00  0.2037E-04  0.7442E-07  0.7462E-05  0.6167E-01  0.8434E-14  0.1867E-10  0.3215E-09
 .18090E-01  0.2480E+01  0.4803E-24  0.7150E+00  0.6583E-14  0.1774E-07  0.7533E+00  0.2037E-04  0.7440E-07  0.7462E-05  0.6167E-01  0.8433E-14  0.1867E-10  0.3215E-09
 .18082E-01  0.2491E+01  0.4799E-24  0.7150E+00  0.6575E-14  0.1772E-07  0.7533E+00  0.2037E-04  0.7439E-07  0.7462E-05  0.6167E-01  0.8433E-14  0.1868E-10  0.3215E-09
 .18066E-01  0.2514E+01  0.4791E-24  0.7150E+00  0.6558E-14  0.1767E-07  0.7533E+00  0.2037E-04  0.7435E-07  0.7463E-05  0.6167E-01  0.8431E-14  0.1868E-10  0.3215E-09
 .18059E-01  0.2525E+01  0.4787E-24  0.7150E+00  0.6549E-14  0.1765E-07  0.7533E+00  0.2037E-04  0.7434E-07  0.7463E-05  0.6167E-01  0.8431E-14  0.1868E-10  0.3215E-09
 .18051E-01  0.2537E+01  0.4783E-24  0.7150E+00  0.6541E-14  0.1763E-07  0.7533E+00  0.2036E-04  0.7432E-07  0.7463E-05  0.6167E-01  0.8430E-14  0.1868E-10  0.3215E-09
 .18043E-01  0.2548E+01  0.4779E-24  0.7150E+00  0.6533E-14  0.1761E-07  0.7533E+00  0.2036E-04  0.7430E-07  0.7464E-05  0.6167E-01  0.8430E-14  0.1869E-10  0.3215E-09
 .18035E-01  0.2559E+01  0.4774E-24  0.7150E+00  0.6524E-14  0.1759E-07  0.7533E+00  0.2036E-04  0.7429E-07  0.7464E-05  0.6167E-01  0.8429E-14  0.1869E-10  0.3215E-09
 .18027E-01  0.2571E+01  0.4770E-24  0.7150E+00  0.6516E-14  0.1757E-07  0.7533E+00  0.2036E-04  0.7427E-07  0.7464E-05  0.6167E-01  0.8428E-14  0.1869E-10  0.3214E-09
 .18019E-01  0.2583E+01  0.4766E-24  0.7150E+00  0.6507E-14  0.1755E-07  0.7533E+00  0.2036E-04  0.7425E-07  0.7464E-05  0.6167E-01  0.8428E-14  0.1869E-10  0.3214E-09
 .18011E-01  0.2595E+01  0.4762E-24  0.7150E+00  0.6498E-14  0.1752E-07  0.7533E+00  0.2036E-04  0.7423E-07  0.7465E-05  0.6167E-01  0.8427E-14  0.1869E-10  0.3214E-09
 .18003E-01  0.2607E+01  0.4757E-24  0.7150E+00  0.6489E-14  0.1750E-07  0.7533E+00  0.2036E-04  0.7422E-07  0.7465E-05  0.6167E-01  0.8426E-14  0.1870E-10  0.3214E-09
 .17995E-01  0.2619E+01  0.4753E-24  0.7150E+00  0.6481E-14  0.1748E-07  0.7533E+00  0.2036E-04  0.7420E-07  0.7465E-05  0.6167E-01  0.8426E-14  0.1870E-10  0.3214E-09
 .17972E-01  0.2653E+01  0.4741E-24  0.7150E+00  0.6455E-14  0.1742E-07  0.7533E+00  0.2035E-04  0.7415E-07  0.7466E-05  0.6167E-01  0.8424E-14  0.1870E-10  0.3214E-09
 .17964E-01  0.2665E+01  0.4737E-24  0.7150E+00  0.6447E-14  0.1740E-07  0.7533E+00  0.2035E-04  0.7413E-07  0.7466E-05  0.6167E-01  0.8423E-14  0.1871E-10  0.3214E-09
 .17956E-01  0.2676E+01  0.4733E-24  0.7150E+00  0.6439E-14  0.1738E-07  0.7533E+00  0.2035E-04  0.7412E-07  0.7466E-05  0.6167E-01  0.8423E-14  0.1871E-10  0.3214E-09
 .17949E-01  0.2688E+01  0.4729E-24  0.7150E+00  0.6431E-14  0.1736E-07  0.7533E+00  0.2035E-04  0.7410E-07  0.7466E-05  0.6167E-01  0.8422E-14  0.1871E-10  0.3214E-09
 .17941E-01  0.2699E+01  0.4725E-24  0.7150E+00  0.6423E-14  0.1734E-07  0.7533E+00  0.2035E-04  0.7408E-07  0.7467E-05  0.6167E-01  0.8422E-14  0.1871E-10  0.3214E-09
 .17933E-01  0.2711E+01  0.4721E-24  0.7150E+00  0.6414E-14  0.1731E-07  0.7533E+00  0.2035E-04  0.7407E-07  0.7467E-05  0.6167E-01  0.8421E-14  0.1871E-10  0.3213E-09
 .17925E-01  0.2723E+01  0.4716E-24  0.7150E+00  0.6406E-14  0.1729E-07  0.7533E+00  0.2035E-04  0.7405E-07  0.7467E-05  0.6167E-01  0.8420E-14  0.1872E-10  0.3213E-09
 .17917E-01  0.2735E+01  0.4712E-24  0.7150E+00  0.6397E-14  0.1727E-07  0.7533E+00  0.2035E-04  0.7403E-07  0.7467E-05  0.6167E-01  0.8420E-14  0.1872E-10  0.3213E-09
 .17909E-01  0.2747E+01  0.4708E-24  0.7150E+00  0.6388E-14  0.1725E-07  0.7533E+00  0.2035E-04  0.7401E-07  0.7468E-05  0.6167E-01  0.8419E-14  0.1872E-10  0.3213E-09
 .17901E-01  0.2759E+01  0.4704E-24  0.7150E+00  0.6380E-14  0.1723E-07  0.7533E+00  0.2034E-04  0.7400E-07  0.7468E-05  0.6167E-01  0.8419E-14  0.1872E-10  0.3213E-09
 .17893E-01  0.2770E+01  0.4700E-24  0.7150E+00  0.6371E-14  0.1721E-07  0.7533E+00  0.2034E-04  0.7398E-07  0.7468E-05  0.6167E-01  0.8418E-14  0.1872E-10  0.3213E-09
 .17886E-01  0.2782E+01  0.4696E-24  0.7150E+00  0.6363E-14  0.1719E-07  0.7533E+00  0.2034E-04  0.7396E-07  0.7468E-05  0.6167E-01  0.8417E-14  0.1873E-10  0.3213E-09
 .17878E-01  0.2793E+01  0.4692E-24  0.7150E+00  0.6355E-14  0.1717E-07  0.7533E+00  0.2034E-04  0.7395E-07  0.7469E-05  0.6167E-01  0.8417E-14  0.1873E-10  0.3213E-09
 .17871E-01  0.2805E+01  0.4688E-24  0.7150E+00  0.6347E-14  0.1715E-07  0.7533E+00  0.2034E-04  0.7393E-07  0.7469E-05  0.6167E-01  0.8416E-14  0.1873E-10  0.3213E-09
 .17863E-01  0.2816E+01  0.4684E-24  0.7150E+00  0.6339E-14  0.1713E-07  0.7533E+00  0.2034E-04  0.7392E-07  0.7469E-05  0.6167E-01  0.8416E-14  0.1873E-10  0.3213E-09
 .17856E-01  0.2828E+01  0.4680E-24  0.7150E+00  0.6331E-14  0.1711E-07  0.7533E+00  0.2034E-04  0.7390E-07  0.7469E-05  0.6167E-01  0.8415E-14  0.1873E-10  0.3213E-09
 .17848E-01  0.2839E+01  0.4676E-24  0.7150E+00  0.6323E-14  0.1709E-07  0.7533E+00  0.2034E-04  0.7388E-07  0.7470E-05  0.6167E-01  0.8415E-14  0.1874E-10  0.3213E-09
 .17840E-01  0.2851E+01  0.4672E-24  0.7150E+00  0.6315E-14  0.1707E-07  0.7533E+00  0.2034E-04  0.7387E-07  0.7470E-05  0.6167E-01  0.8414E-14  0.1874E-10  0.3213E-09
 .17832E-01  0.2863E+01  0.4668E-24  0.7150E+00  0.6307E-14  0.1705E-07  0.7533E+00  0.2034E-04  0.7385E-07  0.7470E-05  0.6167E-01  0.8413E-14  0.1874E-10  0.3212E-09
 .17824E-01  0.2875E+01  0.4664E-24  0.7150E+00  0.6298E-14  0.1702E-07  0.7533E+00  0.2033E-04  0.7383E-07  0.7470E-05  0.6167E-01  0.8413E-14  0.1874E-10  0.3212E-09
 .17817E-01  0.2887E+01  0.4659E-24  0.7150E+00  0.6290E-14  0.1700E-07  0.7533E+00  0.2033E-04  0.7382E-07  0.7471E-05  0.6167E-01  0.8412E-14  0.1875E-10  0.3212E-09
 .17809E-01  0.2899E+01  0.4655E-24  0.7150E+00  0.6281E-14  0.1698E-07  0.7533E+00  0.2033E-04  0.7380E-07  0.7471E-05  0.6167E-01  0.8412E-14  0.1875E-10  0.3212E-09
 .17801E-01  0.2911E+01  0.4651E-24  0.7150E+00  0.6273E-14  0.1696E-07  0.7533E+00  0.2033E-04  0.7378E-07  0.7471E-05  0.6167E-01  0.8411E-14  0.1875E-10  0.3212E-09
 .17793E-01  0.2922E+01  0.4647E-24  0.7150E+00  0.6265E-14  0.1694E-07  0.7533E+00  0.2033E-04  0.7377E-07  0.7471E-05  0.6167E-01  0.8411E-14  0.1875E-10  0.3212E-09
 .17786E-01  0.2934E+01  0.4643E-24  0.7150E+00  0.6257E-14  0.1692E-07  0.7533E+00  0.2033E-04  0.7375E-07  0.7472E-05  0.6167E-01  0.8410E-14  0.1875E-10  0.3212E-09
 .17778E-01  0.2945E+01  0.4639E-24  0.7150E+00  0.6249E-14  0.1690E-07  0.7533E+00  0.2033E-04  0.7373E-07  0.7472E-05  0.6167E-01  0.8409E-14  0.1876E-10  0.3212E-09
 .17770E-01  0.2958E+01  0.4635E-24  0.7150E+00  0.6241E-14  0.1688E-07  0.7533E+00  0.2033E-04  0.7372E-07  0.7472E-05  0.6167E-01  0.8409E-14  0.1876E-10  0.3212E-09
 .17762E-01  0.2970E+01  0.4631E-24  0.7150E+00  0.6232E-14  0.1686E-07  0.7533E+00  0.2033E-04  0.7370E-07  0.7472E-05  0.6167E-01  0.8408E-14  0.1876E-10  0.3212E-09
 .17754E-01  0.2982E+01  0.4627E-24  0.7150E+00  0.6224E-14  0.1684E-07  0.7533E+00  0.2033E-04  0.7368E-07  0.7473E-05  0.6167E-01  0.8408E-14  0.1876E-10  0.3212E-09
 .17746E-01  0.2994E+01  0.4623E-24  0.7150E+00  0.6216E-14  0.1682E-07  0.7533E+00  0.2032E-04  0.7367E-07  0.7473E-05  0.6167E-01  0.8407E-14  0.1876E-10  0.3212E-09
 .17739E-01  0.3005E+01  0.4619E-24  0.7150E+00  0.6208E-14  0.1680E-07  0.7533E+00  0.2032E-04  0.7365E-07  0.7473E-05  0.6167E-01  0.8407E-14  0.1877E-10  0.3211E-09
 .17731E-01  0.3017E+01  0.4615E-24  0.7150E+00  0.6200E-14  0.1678E-07  0.7533E+00  0.2032E-04  0.7364E-07  0.7473E-05  0.6167E-01  0.8406E-14  0.1877E-10  0.3211E-09
 .17723E-01  0.3029E+01  0.4611E-24  0.7150E+00  0.6191E-14  0.1676E-07  0.7533E+00  0.2032E-04  0.7362E-07  0.7473E-05  0.6167E-01  0.8405E-14  0.1877E-10  0.3211E-09
 .17715E-01  0.3042E+01  0.4606E-24  0.7150E+00  0.6183E-14  0.1673E-07  0.7533E+00  0.2032E-04  0.7360E-07  0.7474E-05  0.6167E-01  0.8405E-14  0.1877E-10  0.3211E-09
 .17707E-01  0.3054E+01  0.4602E-24  0.7150E+00  0.6175E-14  0.1671E-07  0.7533E+00  0.2032E-04  0.7358E-07  0.7474E-05  0.6167E-01  0.8404E-14  0.1877E-10  0.3211E-09
 .17700E-01  0.3066E+01  0.4598E-24  0.7150E+00  0.6167E-14  0.1669E-07  0.7533E+00  0.2032E-04  0.7357E-07  0.7474E-05  0.6167E-01  0.8404E-14  0.1878E-10  0.3211E-09
 .17692E-01  0.3077E+01  0.4595E-24  0.7150E+00  0.6159E-14  0.1667E-07  0.7533E+00  0.2032E-04  0.7355E-07  0.7474E-05  0.6167E-01  0.8403E-14  0.1878E-10  0.3211E-09
 .17685E-01  0.3089E+01  0.4591E-24  0.7150E+00  0.6151E-14  0.1665E-07  0.7533E+00  0.2032E-04  0.7354E-07  0.7475E-05  0.6167E-01  0.8403E-14  0.1878E-10  0.3211E-09
 .17677E-01  0.3101E+01  0.4587E-24  0.7150E+00  0.6143E-14  0.1663E-07  0.7533E+00  0.2032E-04  0.7352E-07  0.7475E-05  0.6167E-01  0.8402E-14  0.1878E-10  0.3211E-09
 .17669E-01  0.3114E+01  0.4582E-24  0.7150E+00  0.6134E-14  0.1661E-07  0.7533E+00  0.2032E-04  0.7350E-07  0.7475E-05  0.6167E-01  0.8401E-14  0.1878E-10  0.3211E-09
 .17661E-01  0.3126E+01  0.4578E-24  0.7150E+00  0.6126E-14  0.1659E-07  0.7533E+00  0.2031E-04  0.7349E-07  0.7475E-05  0.6167E-01  0.8401E-14  0.1879E-10  0.3211E-09
 .17653E-01  0.3137E+01  0.4574E-24  0.7150E+00  0.6118E-14  0.1657E-07  0.7533E+00  0.2031E-04  0.7347E-07  0.7476E-05  0.6167E-01  0.8400E-14  0.1879E-10  0.3211E-09
 .17646E-01  0.3149E+01  0.4571E-24  0.7150E+00  0.6111E-14  0.1655E-07  0.7533E+00  0.2031E-04  0.7346E-07  0.7476E-05  0.6167E-01  0.8400E-14  0.1879E-10  0.3211E-09
 .17604E-01  0.3214E+01  0.4553E-24  0.7150E+00  0.6075E-14  0.1644E-07  0.7533E+00  0.2031E-04  0.7337E-07  0.7477E-05  0.6167E-01  0.8397E-14  0.1880E-10  0.3210E-09
 .16707E-01  0.4696E+01  0.4097E-24  0.7150E+00  0.5186E-14  0.1420E-07  0.7533E+00  0.2020E-04  0.7157E-07  0.7504E-05  0.6167E-01  0.8341E-14  0.1905E-10  0.3202E-09
 .15783E-01  0.6404E+01  0.3657E-24  0.7150E+00  0.4373E-14  0.1204E-07  0.7533E+00  0.2010E-04  0.6987E-07  0.7530E-05  0.6167E-01  0.8299E-14  0.1931E-10  0.3194E-09
 .13988E-01  0.1038E+02  0.2872E-24  0.7150E+00  0.3044E-14  0.8339E-08  0.7533E+00  0.1995E-04  0.6703E-07  0.7575E-05  0.6167E-01  0.8264E-14  0.1981E-10  0.3181E-09
 .12718E-01  0.1389E+02  0.2374E-24  0.7150E+00  0.2288E-14  0.6067E-08  0.7533E+00  0.1986E-04  0.6538E-07  0.7603E-05  0.6167E-01  0.8279E-14  0.2012E-10  0.3175E-09
 .12278E-01  0.1528E+02  0.2213E-24  0.7150E+00  0.2059E-14  0.5359E-08  0.7533E+00  0.1984E-04  0.6488E-07  0.7612E-05  0.6167E-01  0.8292E-14  0.2022E-10  0.3173E-09
 .11658E-01  0.1742E+02  0.1995E-24  0.7150E+00  0.1762E-14  0.4450E-08  0.7533E+00  0.1980E-04  0.6424E-07  0.7623E-05  0.6167E-01  0.8315E-14  0.2035E-10  0.3171E-09
 .11198E-01  0.1916E+02  0.1840E-24  0.7150E+00  0.1561E-14  0.3833E-08  0.7533E+00  0.1978E-04  0.6381E-07  0.7631E-05  0.6167E-01  0.8336E-14  0.2044E-10  0.3169E-09
 .10173E-01  0.2362E+02  0.1527E-24  0.7150E+00  0.1180E-14  0.2633E-08  0.7533E+00  0.1974E-04  0.6300E-07  0.7646E-05  0.6167E-01  0.8391E-14  0.2060E-10  0.3167E-09
 .76923E-02  0.3941E+02  0.8685E-25  0.7150E+00  0.5062E-15  0.7492E-09  0.7533E+00  0.1967E-04  0.6181E-07  0.7672E-05  0.6167E-01  0.8530E-14  0.2082E-10  0.3164E-09
